,INSIGHT : CUSTOMER PROMOTION DATASET BASED ON LAST PURCHASE,,,,,,,,,,,,,,,,,
15716,8,362,1938.00,242.25,0.02,0.1,195.41,C,13.47,1,05-12-2010 12:26,SET OF 4 NAPKIN CHARMS CROWNS ,5,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15717,4,171,456.70,114.18,0.02,0.1,97.48,D,-101.48,1,14-10-2010 18:02,RED HANGING HEART T-LIGHT HOLDER,57,D,Low,1,WINBACK,Reactivate: 20% comeback code
15719,18,357,5177.45,287.64,0.05,0.1,529.35,B,439.45,1,23-11-2010 13:07,JUMBO BAG RED RETROSPOT,17,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15722,6,195,3035.54,505.92,0.03,0.1,568.19,B,667.98,1,20-09-2010 16:48,RIBBON REEL HEARTS DESIGN ,81,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15723,3,162,744.55,248.18,0.02,0.1,167.75,C,71.63,1,24-10-2010 12:44,SET OF 3 NOTEBOOKS IN PARCEL,47,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15727,8,297,4266.55,533.32,0.03,0.1,524.34,B,675.07,1,17-11-2010 13:49,PACK OF 20 NAPKINS RED APPLES,23,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15728,2,64,544.60,272.30,0.03,0.1,310.59,B,298.02,0,25-11-2010 10:39,PINK HEART DOTS HOT WATER BOTTLE,15,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15729,2,3,107.55,53.78,0.67,0.1,1308.53,A,7544.63,0,04-11-2010 16:07,BATH BUILDING BLOCK WORD,36,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15730,2,49,605.70,302.85,0.04,0.1,451.18,B,463.37,0.01,23-11-2010 10:41,BABUSHKA LIGHTS STRING OF 10,17,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15732,9,301,1387.95,154.22,0.03,0.1,168.31,C,-58.69,1,02-12-2010 15:00,FELTCRAFT CHRISTMAS FAIRY,8,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15734,2,110,923.85,461.93,0.02,0.1,306.55,B,413.18,1,29-09-2010 11:40,PARTY BUNTING,72,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15738,26,356,8560.55,329.25,0.07,0.1,877.70,A,849.44,1,02-12-2010 12:50,SET/5 RED RETROSPOT LID GLASS BOWLS,8,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15741,2,160,208.62,104.31,0.01,0.1,47.59,D,-213.49,1,07-09-2010 16:21,MAGNETS PACK OF 4 CHILDHOOD MEMORY,94,D,Low,1,WINBACK,Reactivate: 20% comeback code
15747,6,314,1588.57,264.76,0.02,0.1,184.66,C,44.28,1,29-11-2010 10:50,LUNCH BAG DOLLY GIRL DESIGN,11,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15750,12,371,4331.71,360.98,0.03,0.1,426.17,B,391.33,1,08-12-2010 12:11,JUMBO STORAGE BAG SKULLS,2,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15751,11,272,1380.44,125.49,0.04,0.1,185.24,C,-9.29,1,05-09-2010 12:44,HEART OF WICKER LARGE,96,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15752,3,84,1570.16,523.39,0.04,0.1,682.27,A,742.60,0,02-12-2010 09:43,VINTAGE SNAP CARDS,8,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15754,6,161,2579.04,429.84,0.04,0.1,584.69,A,617.79,1,03-08-2010 09:15,POTTERING IN THE SHED METAL SIGN,129,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15755,11,356,3628.87,329.90,0.03,0.1,372.06,B,304.40,1,25-11-2010 14:25,RECIPE BOX WITH METAL HEART,15,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15757,4,160,2225.94,556.49,0.03,0.1,507.79,B,662.08,1,18-11-2010 10:45,TEA TIME KITCHEN APRON,22,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15759,4,226,577.89,144.47,0.02,0.1,93.33,D,-138.11,1,16-07-2010 10:37,WOODEN ROUNDERS GARDEN SET ,147,D,Low,1,WINBACK,Reactivate: 20% comeback code
15764,2,44,1223.11,611.56,0.05,0.1,1014.63,A,987.53,0,01-10-2010 14:07,ALARM CLOCK BAKELIKE ORANGE,70,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15766,2,225,516.00,258.00,0.01,0.1,83.71,D,-47.05,1,09-09-2010 13:51,DOORMAT BLACK FLOCK ,92,D,Low,1,WINBACK,Reactivate: 20% comeback code
15768,31,260,14979.26,483.20,0.12,0.1,2102.86,A,2039.97,1,20-08-2010 15:58,TEA TIME TEA TOWELS ,112,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15769,21,357,32451.60,1545.31,0.06,0.1,3317.88,A,4362.06,1,03-12-2010 15:16,CHARLIE + LOLA RED HOT WATER BOTTLE,7,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15771,3,89,1006.54,335.51,0.03,0.1,412.79,B,417.52,0.09,14-04-2010 13:56,SET/20 RED SPOTTY PAPER NAPKINS ,240,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15774,5,238,1059.14,211.83,0.02,0.1,162.43,C,3.32,1,17-10-2010 12:59,BLACK VINTAGE  CRYSTAL EARRINGS,54,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15777,3,172,715.50,238.50,0.02,0.1,151.84,D,39.82,1,08-11-2010 14:37,RED RETROSPOT WRAP ,32,D,Low,1,WINBACK,Reactivate: 20% comeback code
15779,2,69,124.08,62.04,0.03,0.1,65.64,D,-48.92,0.01,02-09-2010 16:40,LOVE LARGE WOOD LETTERS ,99,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
15784,2,204,848.33,424.17,0.01,0.1,151.78,D,222.82,1,29-08-2010 10:38,RETRO SPOT LAMP,103,D,Low,1,WINBACK,Reactivate: 20% comeback code
15785,11,345,3640.96,331.00,0.03,0.1,385.20,B,322.51,1,25-11-2010 16:55,MINI CAKE STAND WITH HANGING CAKES,15,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15786,2,118,3582.62,1791.31,0.02,0.1,1108.18,A,2407.67,0.95,18-10-2010 08:11,RED RETROSPOT SMALL MILK JUG,53,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15789,5,192,1610.71,322.14,0.03,0.1,306.20,B,273.16,1,04-10-2010 14:42,FLORAL FOLK STATIONERY SET,67,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15791,3,112,1995.65,665.22,0.03,0.1,650.37,A,852.48,1,28-06-2010 12:04,SET OF 36 TEATIME PAPER DOILIES,165,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15792,2,218,933.84,466.92,0.01,0.1,156.35,D,275.04,1,05-11-2010 08:21,WATERING CAN GREEN DINOSAUR,35,D,Low,1,WINBACK,Reactivate: 20% comeback code
15793,5,359,1433.96,286.79,0.01,0.1,145.79,D,7.40,1,26-11-2010 10:36,ANTIQUE SILVER TEA GLASS ETCHED,14,D,Low,1,WINBACK,Reactivate: 20% comeback code
15795,7,260,1369.86,195.69,0.03,0.1,192.31,C,22.07,1,05-10-2010 15:17,CHARLIE + LOLA RED HOT WATER BOTTLE,66,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15796,9,243,2464.27,273.81,0.04,0.1,370.15,B,295.17,1,30-11-2010 10:40,SCOTTIE DOG HOT WATER BOTTLE,10,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15797,2,100,613.68,306.84,0.02,0.1,223.99,C,203.66,1,07-05-2010 15:09,RED RETROSPOT JUMBO BAG ,217,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15798,3,188,1535.37,511.79,0.02,0.1,298.09,B,452.03,1,04-08-2010 09:13,ASSORTED COLOUR BIRD ORNAMENT,128,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15800,5,165,543.50,108.70,0.03,0.1,120.23,D,-41.02,1,12-09-2010 16:17,PAPER CHAIN KIT 50'S CHRISTMAS ,89,D,Low,1,WINBACK,Reactivate: 20% comeback code
15803,3,230,1513.84,504.61,0.01,0.1,240.24,C,390.93,1,20-09-2010 13:08,SCANDINAVIAN REDS RIBBONS,81,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15805,13,343,4660.75,358.52,0.04,0.1,495.97,B,467.09,1,19-11-2010 11:27,WOODEN STAR CHRISTMAS SCANDINAVIAN,21,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15807,2,257,913.62,456.81,0.01,0.1,129.76,D,229.24,1,27-10-2010 13:04,METAL SIGN HER DINNER IS SERVED ,44,D,Low,1,WINBACK,Reactivate: 20% comeback code
15808,18,368,14674.96,815.28,0.05,0.1,1455.53,A,1894.55,1,05-12-2010 13:05,WOODEN PICTURE FRAME WHITE FINISH,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15809,2,75,758.67,379.34,0.03,0.1,369.22,B,401.59,0,06-09-2010 13:20,IVY HEART WREATH,95,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15810,4,286,1607.06,401.77,0.01,0.1,205.10,C,227.05,1,18-11-2010 10:44,RETROSPOT TEA SET CERAMIC 11 PC ,22,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15811,2,22,1671.90,835.95,0.09,0.1,2773.83,A,1875.49,0,09-12-2010 15:29,PINK HORSE SOCK PUPPET,1,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15812,7,288,3400.33,485.76,0.02,0.1,430.94,B,536.50,1,30-09-2010 13:30,12 PENCILS SMALL TUBE RED RETROSPOT,71,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15814,2,210,689.11,344.56,0.01,0.1,119.77,D,96.86,1,11-11-2010 17:55,12 PENCILS SMALL TUBE SKULL,29,D,Low,1,WINBACK,Reactivate: 20% comeback code
15817,3,122,2766.40,922.13,0.02,0.1,827.65,A,1232.28,1,15-10-2010 11:07,SET OF 4 NAPKIN CHARMS HEARTS,56,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15819,6,200,2029.34,338.22,0.03,0.1,370.35,B,349.33,1,04-10-2010 15:14,PACK OF 60 PINK PAISLEY CAKE CASES,67,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15822,4,240,954.59,238.65,0.02,0.1,145.18,D,2.28,1,03-08-2010 16:08,HEART OF WICKER SMALL,129,D,Low,1,WINBACK,Reactivate: 20% comeback code
15823,3,358,3882.17,1294.06,0.01,0.1,395.81,B,1547.97,1,02-12-2010 15:08,Bank Charges,8,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15824,2,78,890.94,445.47,0.03,0.1,416.91,B,488.41,0,12-09-2010 13:20,TRADITIONAL CHRISTMAS RIBBONS,89,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15827,16,328,1957.98,122.37,0.05,0.1,217.88,C,-5.09,1,02-12-2010 13:08,JAM JAR WITH GREEN LID,8,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15834,3,47,1539.24,513.08,0.06,0.1,1195.37,A,1073.71,0,28-11-2010 12:05,ENAMEL FLOWER JUG CREAM,12,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15838,16,357,40519.92,2532.50,0.04,0.1,4142.79,A,6296.42,1,07-12-2010 11:26,JUMBO BAG RED RETROSPOT,3,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15841,5,343,1518.35,303.67,0.01,0.1,161.57,C,50.46,1,18-11-2010 18:14,RED RETROSPOT APRON ,22,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15842,2,134,548.80,274.40,0.01,0.1,149.49,D,82.07,1,11-11-2010 14:08,T-LIGHT GLASS FLUTED ANTIQUE,29,D,Low,1,WINBACK,Reactivate: 20% comeback code
15845,3,145,714.51,238.17,0.02,0.1,179.86,C,87.56,1,21-06-2010 11:40,ENAMEL FLOWER JUG CREAM,172,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15847,3,213,433.30,144.43,0.01,0.1,74.25,D,-164.69,1,07-10-2010 18:19,HEART FILIGREE DOVE LARGE,64,D,Low,1,WINBACK,Reactivate: 20% comeback code
15850,4,349,819.87,204.97,0.01,0.1,85.75,D,-154.96,1,28-11-2010 12:32,PARTY CONE CHRISTMAS DECORATION ,12,D,Low,1,WINBACK,Reactivate: 20% comeback code
15854,9,352,2609.16,289.91,0.03,0.1,270.55,C,153.26,1,28-11-2010 10:42,RETROSPOT HEART HOT WATER BOTTLE,12,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15856,26,370,17832.77,685.88,0.07,0.1,1759.18,A,2039.08,1,09-12-2010 13:34,CHILLI LIGHTS,1,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15858,9,362,2521.52,280.17,0.02,0.1,254.24,C,121.07,1,07-12-2010 14:31,CHRISTMAS LIGHTS 10 REINDEER,3,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15860,10,364,1528.00,152.80,0.03,0.1,153.22,D,-124.16,1,06-12-2010 11:38,WAKE UP COCKEREL TILE COASTER,4,D,Low,1,WINBACK,Reactivate: 20% comeback code
15861,4,224,1236.43,309.11,0.02,0.1,201.47,C,140.12,1,09-09-2010 19:56,LUNCH BAG RED SPOTTY,92,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15862,10,348,2095.41,209.54,0.03,0.1,219.78,C,18.93,1,01-12-2010 11:21,FAMILY PHOTO FRAME CORNICE,9,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15863,3,105,289.86,96.62,0.03,0.1,100.76,D,-30.03,1,01-04-2010 15:40,LARGE RED RETROSPOT WINDMILL,253,D,Low,1,WINBACK,Reactivate: 20% comeback code
15865,2,290,1353.79,676.90,0.01,0.1,170.39,C,540.01,1,22-10-2010 15:24,TRAVEL SEWING KIT,49,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15867,17,355,5251.31,308.90,0.05,0.1,539.92,B,468.18,1,05-12-2010 14:17,FRENCH ENAMEL UTENSIL HOLDER,5,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15870,3,49,508.52,169.51,0.06,0.1,378.80,B,494.42,0,08-11-2010 10:57,GARDEN PATH NOTEBOOK ,32,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15872,2,171,434.75,217.38,0.01,0.1,92.80,D,-55.86,1,26-11-2010 12:05,"BIRTHDAY CARD, RETRO SPOT",14,D,Low,1,WINBACK,Reactivate: 20% comeback code
15873,4,1,313.92,78.48,4.00,0.1,11458.08,A,47184.15,0,28-07-2010 12:41,SILVER GLITTER FLOWER VOTIVE HOLDER,135,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15874,14,313,6878.88,491.35,0.04,0.1,802.17,A,893.50,1,17-11-2010 10:32,HAND WARMER BABUSHKA DESIGN,23,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15876,2,39,1449.14,724.57,0.05,0.1,1356.25,A,1229.65,0,26-10-2010 18:58,STRAWBERRY FAIRY CAKE TEAPOT,45,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15878,2,171,330.77,165.39,0.01,0.1,70.60,D,-134.55,1,27-05-2010 12:17,12 DAISY PEGS IN WOOD BOX,197,D,Low,1,WINBACK,Reactivate: 20% comeback code
15879,4,317,1157.30,289.33,0.01,0.1,133.25,D,11.47,1,31-10-2010 16:21,ALPHABET STENCIL CRAFT,40,D,Low,1,WINBACK,Reactivate: 20% comeback code
15882,6,360,979.62,163.27,0.02,0.1,99.32,D,-187.42,1,06-12-2010 13:12,HAND WARMER RED RETROSPOT,4,D,Low,1,WINBACK,Reactivate: 20% comeback code
15884,2,303,249.70,124.85,0.01,0.1,30.08,D,-303.66,1,03-10-2010 15:55,CREAM HEART CARD HOLDER,68,D,Low,1,WINBACK,Reactivate: 20% comeback code
15885,12,303,1572.47,131.04,0.04,0.1,189.42,C,-30.82,1,21-11-2010 11:40,REGENCY CAKESTAND 3 TIER,19,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15886,3,181,871.78,290.59,0.02,0.1,175.80,C,109.31,1,19-10-2010 12:01,PINK BUTTERFLY WASHBAG,52,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15887,3,148,1027.15,342.38,0.02,0.1,253.32,C,247.60,1,29-10-2010 08:36,JUMBO BAG STRAWBERRY,42,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15888,2,125,260.85,130.43,0.02,0.1,76.17,D,-119.84,1,04-11-2010 09:59,PHARMACIE FIRST AID TIN,36,D,Low,1,WINBACK,Reactivate: 20% comeback code
15889,7,360,1359.41,194.20,0.02,0.1,137.83,D,-105.45,1,05-12-2010 15:12,SET/4 BUTTERFLY MIRROR MAGNETS,5,D,Low,1,WINBACK,Reactivate: 20% comeback code
15890,5,210,535.65,107.13,0.02,0.1,93.10,D,-137.07,1,10-11-2010 12:46,IVY HEART WREATH,30,D,Low,1,WINBACK,Reactivate: 20% comeback code
15898,22,360,4207.43,191.25,0.06,0.1,426.59,B,263.46,1,07-12-2010 13:30,DOORMAT UNION FLAG,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15900,3,148,549.29,183.10,0.02,0.1,135.47,D,-6.28,1,22-10-2010 10:44,SCOTTIE DOG HOT WATER BOTTLE,49,D,Low,1,WINBACK,Reactivate: 20% comeback code
15901,4,92,339.34,84.84,0.04,0.1,134.63,D,116.47,0.96,14-09-2010 14:16,Manual,87,D,Low,1,WINBACK,Reactivate: 20% comeback code
15903,5,316,3813.08,762.62,0.02,0.1,440.43,B,880.16,0.99,26-11-2010 12:44,KNITTED UNION FLAG HOT WATER BOTTLE,14,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15906,3,76,987.95,329.32,0.04,0.1,474.48,B,480.85,0,30-11-2010 13:26,SET OF 20 KIDS COOKIE CUTTERS,10,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15908,2,21,764.57,382.29,0.10,0.1,1328.90,A,1240.71,0,06-08-2010 11:56,RED RETRO BAR STOOL,126,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15910,7,287,1449.62,207.09,0.02,0.1,184.36,C,4.13,1,04-11-2010 12:18,PACK OF 72 RETROSPOT CAKE CASES,36,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15911,8,106,1702.34,212.79,0.08,0.1,586.18,A,680.81,0.98,26-03-2010 12:06,PINK FELT EASTER EGG BASKET,259,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15912,7,293,810.08,115.73,0.02,0.1,100.91,D,-178.94,1,29-09-2010 13:20,IVORY PILLAR CANDLE GOLD FLOCK,72,D,Low,1,WINBACK,Reactivate: 20% comeback code
15916,7,362,1899.08,271.30,0.02,0.1,191.48,C,40.21,1,08-12-2010 13:14,AMBER CHUNKY BEAD BRACELET W STRAP,2,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15917,4,131,437.53,109.38,0.03,0.1,121.91,D,-10.28,1,12-04-2010 15:01,RED RETROSPOT TOASTRACK,242,D,Low,1,WINBACK,Reactivate: 20% comeback code
15920,5,301,404.14,80.83,0.02,0.1,49.01,D,-301.33,1,11-10-2010 13:57,UNION JACK FLAG PASSPORT COVER ,60,D,Low,1,WINBACK,Reactivate: 20% comeback code
15921,3,243,466.08,155.36,0.01,0.1,70.01,D,-178.67,1,08-11-2010 10:24,ASSORTED CREEPY CRAWLIES,32,D,Low,1,WINBACK,Reactivate: 20% comeback code
15934,2,11,2190.66,1095.33,0.18,0.1,7269.01,A,3352.97,0,18-10-2010 10:13,PINK FLUFFY CHRISTMAS DECORATION,53,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15936,2,88,282.79,141.40,0.02,0.1,117.29,D,-10.02,0,25-11-2010 16:39,ASSORTED COLOUR BIRD ORNAMENT,15,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
15938,4,100,330.23,82.56,0.04,0.1,120.53,D,68.44,0.99,09-09-2010 17:07,BOX OF VINTAGE ALPHABET BLOCKS,92,D,Low,1,WINBACK,Reactivate: 20% comeback code
15943,2,28,271.29,135.64,0.07,0.1,353.65,B,581.81,0,28-02-2010 12:49,GRAND CHOCOLATECANDLE,285,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15944,3,332,1839.14,613.05,0.01,0.1,202.19,C,479.65,1,11-11-2010 09:55,CREAM HEART CARD HOLDER,29,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15945,4,372,646.27,161.57,0.01,0.1,63.41,D,-244.27,1,09-12-2010 13:14,FAIRY CAKE NOTEBOOK A5 SIZE,1,D,Low,1,WINBACK,Reactivate: 20% comeback code
15946,3,131,2304.18,768.06,0.02,0.1,642.00,A,963.41,0.99,25-07-2010 12:18, PAINT YOUR OWN CANVAS SET,138,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15950,6,307,5415.20,902.53,0.02,0.1,643.83,A,1222.21,1,29-11-2010 17:00,JUMBO BAG PINK POLKADOT,11,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15953,11,367,2010.17,182.74,0.03,0.1,199.92,C,-39.68,1,05-12-2010 15:15,OCEAN SCENT CANDLE IN JEWELLED BOX,5,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15955,9,281,4242.10,471.34,0.03,0.1,551.02,B,632.11,1,02-12-2010 11:22,PLEASE ONE PERSON METAL SIGN,8,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15956,2,175,617.60,308.80,0.01,0.1,128.81,D,77.90,1,06-06-2010 13:06,"WHITE PEARL BEADED HEART, SMALL",187,D,Low,1,WINBACK,Reactivate: 20% comeback code
15958,3,147,388.64,129.55,0.02,0.1,96.50,D,-89.63,1,01-11-2010 12:22,PIZZA PLATE IN BOX,39,D,Low,1,WINBACK,Reactivate: 20% comeback code
15960,4,61,410.95,102.74,0.07,0.1,245.90,C,420.26,0,30-11-2010 15:57,JUMBO BAG RED RETROSPOT,10,C,Medium,0,CROSS_SELL,Add complementary product recommendation
15965,10,369,2167.45,216.75,0.03,0.1,214.40,C,7.51,1,07-12-2010 13:18,WHITE SKULL HOT WATER BOTTLE ,3,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15967,10,359,2622.77,262.28,0.03,0.1,266.66,C,118.24,1,25-11-2010 13:42,SET/3 OCEAN SCENT CANDLE JEWEL BOX,15,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15969,2,96,460.95,230.48,0.02,0.1,175.26,C,99.42,1,10-10-2010 12:01,ASSORTED COLOUR BIRD ORNAMENT,61,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15971,6,346,1702.98,283.83,0.02,0.1,179.65,C,46.82,1,19-11-2010 10:43,"SWISS ROLL TOWEL, PINK  SPOTS",21,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15972,5,143,1810.27,362.05,0.03,0.1,462.06,B,466.80,1,09-09-2010 13:20,FRENCH STYLE WALL DRESSER,92,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15973,3,62,680.62,226.87,0.05,0.1,400.69,B,428.56,0,08-12-2010 11:42,JAM MAKING SET PRINTED,2,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15976,4,140,1315.70,328.93,0.03,0.1,343.02,B,330.72,1,25-10-2010 11:33,DOORMAT BLACK FLOCK ,46,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15978,2,211,2180.64,1090.32,0.01,0.1,377.22,B,1224.66,1,03-10-2010 14:08,PACK OF 60 DINOSAUR CAKE CASES,68,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15980,4,65,4194.82,1048.71,0.06,0.1,2355.55,A,1954.58,0,06-08-2010 12:35,HOME GARLAND PAINTED ZINC ,126,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15981,13,218,5954.29,458.02,0.06,0.1,996.93,A,1008.73,1,03-11-2010 09:51,DOORMAT HOME SWEET HOME BLUE ,37,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15983,6,367,2483.80,413.97,0.02,0.1,247.03,C,266.30,1,09-12-2010 10:45,CHILDS GARDEN BRUSH BLUE,1,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15984,21,369,5921.65,281.98,0.06,0.1,585.75,A,494.22,1,06-12-2010 13:21,HAND WARMER BIRD DESIGN,4,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
15985,5,124,1572.86,314.57,0.04,0.1,462.98,B,453.99,1,29-09-2010 14:43,SET/5 RED RETROSPOT LID GLASS BOWLS,72,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
15987,2,10,230.85,115.43,0.20,0.1,842.60,A,2086.45,0,06-12-2010 08:34,VINTAGE CARAVAN GIFT WRAP,4,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15988,2,105,612.06,306.03,0.02,0.1,212.76,C,189.32,1,06-06-2010 12:45,CREAM CUPID HEARTS COAT HANGER,187,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15989,2,361,372.51,186.26,0.01,0.1,37.66,D,-244.06,1,29-11-2010 12:03,FOLKART CLIP ON STARS,11,D,Low,1,WINBACK,Reactivate: 20% comeback code
15990,5,155,1217.94,243.59,0.03,0.1,286.81,C,222.47,1,02-08-2010 12:42,FOOD CONTAINER SET 3 LOVE HEART ,130,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
15992,2,57,854.61,427.31,0.04,0.1,547.25,B,580.75,0,08-11-2010 14:51,LUNCH BAG SPACEBOY DESIGN ,32,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
15994,2,224,775.11,387.56,0.01,0.1,126.30,D,149.85,1,24-10-2010 12:14,ANTIQUE CREAM CUTLERY SHELF ,47,D,Low,1,WINBACK,Reactivate: 20% comeback code
15996,2,31,626.22,313.11,0.06,0.1,737.32,A,767.14,0,08-12-2010 15:59,MINI WOODEN HAPPY BIRTHDAY GARLAND,2,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
15998,11,345,5218.37,474.40,0.03,0.1,552.09,B,643.25,1,11-11-2010 16:27,JUMBO STORAGE BAG SUKI,29,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16003,5,354,2878.46,575.69,0.01,0.1,296.79,B,518.42,1,23-11-2010 16:30,HOMEMADE JAM SCENTED CANDLES,17,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16004,5,208,2146.39,429.28,0.02,0.1,376.65,B,431.59,1,22-08-2010 11:48,PLASTERS IN TIN SPACEBOY,110,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16005,6,74,1820.83,303.47,0.08,0.1,898.11,A,937.99,0.02,29-11-2010 11:48,VANILLA SCENT CANDLE JEWELLED BOX,11,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16007,3,159,1373.20,457.73,0.02,0.1,315.23,B,410.84,1,21-11-2010 12:29,PICTURE DOMINOES,19,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
